producer_id,season,reporting_month,state,county,usda_farm_resource_region,usda_region_code,fsa_state_office,fsa_county_office,farm_latitude,farm_longitude,producer_type,farm_size_acres,primary_crop,secondary_crop,insured_acres,irrigated_flag,historical_program_participation_flag,underserved_producer_flag,new_producer_flag,historical_yield_value,historical_yield_unit,three_year_avg_yield,yield_volatility_index,last_season_loss_flag,crop_diversity_score,seasonal_rainfall_inches,rainfall_deviation_pct,avg_temperature_f,heat_stress_days,drought_index,flood_risk_index,storm_exposure_flag,soil_type,soil_ph,soil_moisture_index,soil_organic_matter_pct,erosion_risk_index,land_productivity_index,ndvi,ndvi_missing_flag,ndvi_change,crop_health_index,satellite_stress_flag,pest_pressure_flag,disease_pressure_flag,seed_delivery_delay_days,fertilizer_delivery_delay_days,distance_to_input_depot_miles,extension_visit_count,last_extension_visit_days_ago,planting_delay_days,input_credit_amount_usd,repayment_rate,prior_default_flag,loan_distress_flag,current_balance_usd,days_past_due,financial_stress_index,low_input_flag,delayed_planting_flag,drought_stress_flag,crop_health_stress_flag,repayment_stress_flag,logistics_stress_flag,support_gap_flag,priority_signal_count,yield_risk_score,repayment_risk_score,intervention_urgency_score,yield_risk_band,repayment_risk_band,intervention_urgency_band,intervention_priority_tier,recommended_action,approval_required,explanation_summary,action_rationale
US003963,2024-25,2025-03,AR,Jefferson,Eastern Uplands,R05,AR FSA State Office,Jefferson County FSA Office,35.0484,-91.4843,family_farm,140.6,soybeans,,110.1,0,1,1,0,39.4,bu/acre,43.69,0.421,0,0.45,27.7,-7.3,71.5,0,0.402,0.083,0,sandy loam,6.24,0.479,2.59,0.456,0.414,0.644,0,-0.03,0.593,0,1,0,6,8,14.6,3,32,5,8647.93,0.775,0,0,5034.49,20,0.153,0,0,0,1,0,0,0,1,0.483,0.223,0.275,medium,low,low,routine_monitoring,pest_control_visit,0,Main drivers: crop health stress.,Satellite and field-health indicators suggest crop deterioration or pest pressure that needs a field visit.
US003964,2024-25,2024-12,TN,McMinn,Eastern Uplands,R05,TN FSA State Office,McMinn County FSA Office,35.4872,-85.0704,individual,312.1,soybeans,,143.2,0,1,0,1,49.9,bu/acre,52.41,0.253,0,0.3,41.2,-8.2,68.1,8,0.399,0.068,0,clay,5.87,0.608,4.75,0.371,0.472,0.567,0,-0.03,0.638,0,0,0,4,7,35.8,4,15,9,14119.76,0.652,0,0,6421.02,22,0.224,0,0,0,0,0,0,0,0,0.294,0.305,0.254,low,low,low,routine_monitoring,monitor_only,0,Main drivers: no major stress signals detected.,Current signals do not indicate an immediate intervention beyond routine monitoring.
US003965,2024-25,2024-12,KY,Warren,Eastern Uplands,R05,KY FSA State Office,Warren County FSA Office,37.6965,-84.9788,family_farm,153.5,mixed_crops,,102.0,0,1,0,1,86.76,index_yield,92.44,0.243,0,0.21,34.1,13.3,69.1,4,0.511,0.208,0,sandy clay,5.08,0.566,3.27,0.372,0.5,0.434,0,-0.25,0.539,1,0,0,4,1,61.1,3,33,5,6979.86,0.512,0,0,5064.99,23,0.302,0,0,0,1,1,0,0,2,0.461,0.288,0.244,medium,low,low,routine_monitoring,monitor_only,0,Main drivers: crop health stress; repayment stress.,Current signals do not indicate an immediate intervention beyond routine monitoring.
US003966,2024-25,2024-11,MO,Boone,Eastern Uplands,R05,MO FSA State Office,Boone County FSA Office,38.4729,-93.9197,family_farm,236.5,soybeans,,139.8,0,1,0,0,46.06,bu/acre,50.78,0.351,1,0.6,30.3,-15.3,56.7,13,0.775,0.189,1,loam,7.29,0.211,2.64,0.214,0.565,0.575,0,-0.16,0.584,0,0,0,1,3,3.0,0,45,14,11908.81,0.835,0,0,4218.54,0,0.092,0,1,1,1,0,0,1,4,0.741,0.277,0.514,high,low,medium,active_monitoring,planting_support,1,Main drivers: drought stress; delayed planting; crop health stress; limited support coverage.,Combined drought pressure and delayed planting suggest direct planting support is the most useful intervention.
US003967,2024-25,2025-01,TN,Shelby,Eastern Uplands,R05,TN FSA State Office,Shelby County FSA Office,35.4522,-86.0832,individual,38.9,soybeans,corn,21.8,0,1,0,0,50.17,bu/acre,54.42,0.342,1,0.57,44.9,9.3,70.5,21,0.234,0.096,0,sandy clay,6.14,0.516,3.6,0.418,0.555,0.549,0,-0.17,0.532,0,1,0,3,2,48.7,2,20,4,2000.0,0.857,0,0,1888.11,6,0.088,0,0,0,1,0,0,0,1,0.418,0.298,0.317,medium,low,low,routine_monitoring,pest_control_visit,0,Main drivers: crop health stress.,Satellite and field-health indicators suggest crop deterioration or pest pressure that needs a field visit.
US003968,2024-25,2024-10,WV,Jefferson,Eastern Uplands,R05,WV FSA State Office,Jefferson County FSA Office,39.0628,-79.6299,corporation,162.7,soybeans,cattle_feed,79.0,0,0,0,0,39.7,bu/acre,43.6,0.67,1,0.33,39.3,-22.4,67.6,4,0.744,0.032,0,loam,6.0,0.405,4.34,0.119,0.47,0.523,0,-0.26,0.577,0,0,0,3,4,26.7,1,38,4,7855.05,0.766,0,0,7550.24,23,0.163,0,0,1,1,0,0,0,2,0.511,0.222,0.297,medium,low,low,routine_monitoring,drought_advisory,0,Main drivers: drought stress; crop health stress.,"Moisture and rainfall indicators point to drought stress, so advisory support is appropriate."
US003969,2024-25,2024-11,KY,Daviess,Eastern Uplands,R05,KY FSA State Office,Daviess County FSA Office,38.3849,-85.1744,individual,96.1,soybeans,hay,73.4,0,1,0,0,43.83,bu/acre,49.08,0.391,0,0.53,43.8,13.9,66.0,16,0.558,0.231,0,sandy loam,6.86,0.541,3.01,0.6,0.574,0.372,0,-0.34,0.422,0,0,1,5,9,40.2,3,42,13,3887.15,0.732,0,0,1923.4,18,0.173,1,1,0,1,0,1,0,4,0.566,0.42,0.403,medium,medium,medium,active_monitoring,pest_control_visit,0,Main drivers: delayed planting; crop health stress; low input access; logistics stress.,Satellite and field-health indicators suggest crop deterioration or pest pressure that needs a field visit.
US003970,2024-25,2024-10,MO,Buchanan,Eastern Uplands,R05,MO FSA State Office,Buchanan County FSA Office,38.9059,-92.2396,family_farm,236.9,hay,,222.1,0,1,0,0,3.94,tons/acre,4.17,0.532,0,0.42,40.0,-3.5,61.4,12,0.463,0.198,0,sandy loam,7.86,0.387,2.37,0.255,0.346,0.644,0,0.13,0.659,0,0,0,4,9,40.2,1,67,9,13436.52,0.828,0,0,14019.2,19,0.124,1,0,0,0,0,1,0,2,0.344,0.37,0.322,medium,medium,low,routine_monitoring,targeted_input_topup,1,Main drivers: low input access; logistics stress.,"Input access appears constrained, so a targeted seed or fertilizer top-up is the clearest operational response."
US003971,2024-25,2024-12,MO,Boone,Eastern Uplands,R05,MO FSA State Office,Boone County FSA Office,38.832,-92.2597,individual,44.7,soybeans,cattle_feed,41.3,0,0,0,0,44.48,bu/acre,46.52,0.2,0,0.65,27.0,-1.4,66.5,7,0.364,0.354,0,clay,6.85,0.673,2.71,0.308,0.635,0.682,0,0.02,0.728,0,0,0,1,5,34.2,1,49,12,2647.49,0.841,0,0,2634.1,9,0.101,0,1,0,0,0,0,0,1,0.378,0.221,0.255,medium,low,low,routine_monitoring,monitor_only,0,Main drivers: delayed planting.,Current signals do not indicate an immediate intervention beyond routine monitoring.
US003972,2024-25,2024-12,OK,Payne,Eastern Uplands,R05,OK FSA State Office,Payne County FSA Office,35.1604,-96.4873,family_farm,36.8,soybeans,,31.6,0,1,0,0,36.05,bu/acre,37.37,0.436,0,0.35,41.0,0.7,62.8,4,0.293,0.363,0,silt loam,6.32,0.433,2.83,0.402,0.639,0.676,0,-0.06,0.688,0,0,0,7,2,36.0,2,29,5,2000.0,0.906,0,0,708.08,24,0.086,0,0,0,0,0,0,0,0,0.223,0.274,0.251,low,low,low,routine_monitoring,monitor_only,0,Main drivers: no major stress signals detected.,Current signals do not indicate an immediate intervention beyond routine monitoring.
US003973,2024-25,2024-11,MO,Jasper,Eastern Uplands,R05,MO FSA State Office,Jasper County FSA Office,38.5294,-93.2222,individual,248.1,mixed_crops,cattle_feed,116.1,0,1,1,0,87.18,index_yield,92.33,0.216,0,0.65,39.4,0.6,70.0,14,0.465,0.286,0,organic,6.51,0.551,2.13,0.325,0.667,0.753,0,0.19,0.76,0,0,0,6,7,53.4,6,3,9,11203.46,0.769,0,0,11356.54,17,0.154,0,0,0,0,0,0,0,0,0.372,0.346,0.234,medium,medium,low,routine_monitoring,monitor_only,0,Main drivers: no major stress signals detected.,Current signals do not indicate an immediate intervention beyond routine monitoring.
US003974,2024-25,2024-12,MO,Buchanan,Eastern Uplands,R05,MO FSA State Office,Buchanan County FSA Office,39.0073,-92.1504,corporation,78.9,cattle_feed,hay,73.6,0,1,0,0,132.6,bu/acre,140.67,0.417,1,0.36,39.9,8.5,68.5,10,0.478,0.283,0,clay,6.99,0.491,1.85,0.446,0.677,0.573,0,0.02,0.625,0,0,0,3,7,3.0,2,33,0,2203.58,0.803,0,0,1370.35,15,0.13,1,0,0,0,0,0,0,1,0.348,0.292,0.23,medium,low,low,routine_monitoring,targeted_input_topup,1,Main drivers: low input access.,"Input access appears constrained, so a targeted seed or fertilizer top-up is the clearest operational response."
US003975,2024-25,2024-12,OK,Canadian,Eastern Uplands,R05,OK FSA State Office,Canadian County FSA Office,35.8209,-97.6533,individual,85.0,hay,,68.9,0,1,0,0,3.01,tons/acre,3.28,0.46,1,0.5,30.1,4.3,64.5,10,0.276,0.227,0,sandy clay,6.17,0.551,2.46,0.552,0.564,0.466,0,-0.14,0.479,0,1,0,3,5,32.0,0,40,8,4827.35,0.765,0,0,1898.8,7,0.14,0,0,0,1,0,0,1,2,0.389,0.303,0.433,medium,low,medium,active_monitoring,pest_control_visit,0,Main drivers: crop health stress; limited support coverage.,Satellite and field-health indicators suggest crop deterioration or pest pressure that needs a field visit.
US003976,2024-25,2025-02,MO,Boone,Eastern Uplands,R05,MO FSA State Office,Boone County FSA Office,39.1314,-92.5415,individual,121.6,mixed_crops,hay,94.0,0,0,0,0,83.95,index_yield,90.05,0.291,0,0.62,34.1,-14.4,65.2,4,0.565,0.034,0,clay,6.51,0.541,3.57,0.187,0.485,0.55,0,-0.04,0.617,0,0,0,0,9,47.8,1,48,9,5926.9,0.649,0,0,4481.63,3,0.198,1,0,0,0,0,1,0,2,0.397,0.417,0.318,medium,medium,low,routine_monitoring,targeted_input_topup,1,Main drivers: low input access; logistics stress.,"Input access appears constrained, so a targeted seed or fertilizer top-up is the clearest operational response."
US003977,2024-25,2025-03,AR,Craighead,Eastern Uplands,R05,AR FSA State Office,Craighead County FSA Office,34.3558,-91.8146,family_farm,658.6,corn,,473.7,0,1,0,0,172.65,bu/acre,181.66,0.423,1,0.35,36.8,19.1,61.4,15,0.413,0.032,0,sandy loam,6.5,0.376,1.91,0.453,0.671,0.633,0,-0.09,0.649,0,0,0,8,7,14.1,0,78,13,31948.07,1.0,0,0,20667.92,6,0.013,1,1,0,1,0,1,1,5,0.639,0.463,0.651,medium,medium,medium,priority_deployment,targeted_input_topup,1,Main drivers: delayed planting; crop health stress; low input access; logistics stress; limited support coverage.,"Input access appears constrained, so a targeted seed or fertilizer top-up is the clearest operational response."
US003978,2024-25,2024-11,TN,McMinn,Eastern Uplands,R05,TN FSA State Office,McMinn County FSA Office,34.8866,-86.3716,family_farm,597.2,corn,,272.6,0,1,0,0,167.81,bu/acre,171.02,0.249,0,0.4,31.2,22.4,59.6,2,0.156,0.345,0,silt loam,7.12,0.489,3.77,0.352,0.394,0.782,0,0.15,0.771,0,0,0,1,5,3.0,0,49,0,29678.89,0.712,0,0,28847.85,6,0.173,0,0,0,0,0,0,0,0,0.108,0.288,0.111,low,low,low,routine_monitoring,monitor_only,0,Main drivers: no major stress signals detected.,Current signals do not indicate an immediate intervention beyond routine monitoring.
US003979,2024-25,2025-03,KY,Daviess,Eastern Uplands,R05,KY FSA State Office,Daviess County FSA Office,38.0262,-85.8344,corporation,105.4,tobacco,,53.1,0,1,0,0,2030.61,lb/acre,2104.23,0.255,0,0.53,40.3,-5.4,66.3,1,0.292,0.148,0,organic,5.75,0.433,2.21,0.216,0.416,0.585,0,-0.03,0.625,0,0,0,0,3,47.3,3,12,9,5731.36,1.0,0,0,3209.2,0,0.001,0,0,0,0,0,0,0,0,0.34,0.186,0.238,low,low,low,routine_monitoring,monitor_only,0,Main drivers: no major stress signals detected.,Current signals do not indicate an immediate intervention beyond routine monitoring.
US003980,2024-25,2025-01,OK,Canadian,Eastern Uplands,R05,OK FSA State Office,Canadian County FSA Office,35.204,-97.242,individual,270.5,soybeans,mixed_crops,251.6,0,1,0,0,51.36,bu/acre,53.77,0.352,0,0.52,41.6,4.9,66.0,1,0.375,0.489,0,organic,6.53,0.764,4.51,0.263,0.378,0.678,0,0.02,0.739,0,0,0,2,11,28.1,3,53,14,12312.06,0.52,0,0,11508.38,27,0.305,1,1,0,0,1,1,0,4,0.393,0.488,0.3,medium,medium,low,routine_monitoring,targeted_input_topup,1,Main drivers: delayed planting; low input access; repayment stress; logistics stress.,"Input access appears constrained, so a targeted seed or fertilizer top-up is the clearest operational response."
US003981,2024-25,2025-03,MO,Cole,Eastern Uplands,R05,MO FSA State Office,Cole County FSA Office,38.7353,-92.8389,cooperative,112.2,corn,,104.1,1,0,0,0,163.1,bu/acre,166.63,0.393,0,0.37,33.3,3.9,74.7,18,0.593,0.263,1,clay,5.7,0.682,2.28,0.223,0.503,0.673,0,-0.07,0.724,0,0,0,5,3,40.9,0,52,0,7883.14,0.738,0,0,6232.44,0,0.145,0,0,0,0,0,0,0,0,0.309,0.157,0.163,low,low,low,routine_monitoring,monitor_only,0,Main drivers: no major stress signals detected.,Current signals do not indicate an immediate intervention beyond routine monitoring.
US003982,2024-25,2025-02,WV,Monongalia,Eastern Uplands,R05,WV FSA State Office,Monongalia County FSA Office,39.5564,-79.8618,individual,252.2,hay,mixed_crops,175.1,0,1,0,0,4.01,tons/acre,4.23,0.283,0,0.84,31.3,6.0,57.7,22,0.441,0.032,0,organic,6.74,0.384,3.23,0.667,0.568,0.557,0,-0.1,0.597,0,0,0,3,9,28.0,2,41,18,7320.4,0.669,0,0,3128.1,50,0.254,1,1,0,1,1,1,0,5,0.55,0.509,0.511,medium,medium,medium,active_monitoring,targeted_input_topup,1,Main drivers: delayed planting; crop health stress; low input access; repayment stress; logistics stress.,"Input access appears constrained, so a targeted seed or fertilizer top-up is the clearest operational response."
US003983,2024-25,2025-01,MO,Jasper,Eastern Uplands,R05,MO FSA State Office,Jasper County FSA Office,38.1028,-91.8743,individual,152.0,corn,,135.3,0,1,0,0,164.56,bu/acre,167.92,0.348,0,0.22,33.4,12.9,64.5,9,0.167,0.112,0,sandy clay,6.99,0.469,3.51,0.199,0.592,0.59,0,-0.19,0.633,0,0,0,0,4,22.0,2,3,8,9460.31,0.793,0,0,8444.91,16,0.138,0,0,0,1,0,0,0,1,0.356,0.246,0.245,medium,low,low,routine_monitoring,monitor_only,0,Main drivers: crop health stress.,Current signals do not indicate an immediate intervention beyond routine monitoring.
US003984,2024-25,2025-02,KY,Warren,Eastern Uplands,R05,KY FSA State Office,Warren County FSA Office,38.0157,-85.0999,corporation,205.1,soybeans,,146.7,0,1,0,0,53.9,bu/acre,57.64,0.489,1,0.58,35.7,-11.7,70.9,4,0.541,0.063,0,sandy loam,6.62,0.653,3.47,0.154,0.36,0.871,0,0.22,0.858,0,0,0,10,3,19.6,2,39,14,11117.64,0.5,0,0,5595.47,36,0.327,1,1,0,0,1,1,0,4,0.549,0.501,0.376,medium,medium,medium,active_monitoring,targeted_input_topup,1,Main drivers: delayed planting; low input access; repayment stress; logistics stress.,"Input access appears constrained, so a targeted seed or fertilizer top-up is the clearest operational response."
US003985,2024-25,2025-02,KY,Daviess,Eastern Uplands,R05,KY FSA State Office,Daviess County FSA Office,38.1998,-84.672,corporation,255.2,corn,mixed_crops,125.9,0,0,0,0,176.02,bu/acre,180.57,0.197,0,0.78,37.8,2.7,67.3,6,0.21,0.195,0,organic,5.26,0.567,2.49,0.321,0.476,0.549,0,-0.09,0.619,1,0,0,4,0,3.0,2,22,8,13252.62,0.819,0,0,6216.89,16,0.123,0,0,0,1,0,0,0,1,0.308,0.203,0.191,low,low,low,routine_monitoring,monitor_only,0,Main drivers: crop health stress.,Current signals do not indicate an immediate intervention beyond routine monitoring.
US003986,2024-25,2024-12,KY,Madison,Eastern Uplands,R05,KY FSA State Office,Madison County FSA Office,37.5471,-84.8366,family_farm,186.5,tobacco,cattle_feed,119.5,0,1,1,0,1818.27,lb/acre,1911.81,0.375,0,0.63,33.8,18.6,63.2,14,0.408,0.672,0,silt loam,7.27,0.483,3.95,0.223,0.535,0.778,0,0.17,0.767,0,0,0,4,4,32.4,1,26,6,9841.42,0.719,0,0,9546.79,11,0.172,0,0,0,0,0,0,0,0,0.34,0.312,0.215,medium,low,low,routine_monitoring,monitor_only,0,Main drivers: no major stress signals detected.,Current signals do not indicate an immediate intervention beyond routine monitoring.
US003987,2024-25,2025-03,MO,Cole,Eastern Uplands,R05,MO FSA State Office,Cole County FSA Office,38.835,-92.6883,individual,69.8,cattle_feed,,67.1,0,1,0,0,142.9,bu/acre,153.38,0.277,0,0.34,27.6,6.2,68.7,1,0.57,0.056,0,sandy loam,5.87,0.719,2.16,0.745,0.436,0.782,0,0.25,0.805,0,0,0,3,2,34.2,1,55,6,3230.42,0.655,0,0,2975.78,33,0.237,0,0,0,0,1,0,0,1,0.423,0.341,0.313,medium,medium,low,routine_monitoring,monitor_only,0,Main drivers: repayment stress.,Current signals do not indicate an immediate intervention beyond routine monitoring.
US003988,2024-25,2024-11,KY,Warren,Eastern Uplands,R05,KY FSA State Office,Warren County FSA Office,37.5913,-84.3837,family_farm,153.7,hay,tobacco,119.0,0,1,0,0,3.6,tons/acre,3.71,0.303,0,0.41,35.1,6.9,67.3,0,0.239,0.055,0,organic,5.8,0.602,4.01,0.228,0.419,0.746,0,0.14,0.762,0,0,0,4,2,26.2,2,48,16,8188.57,0.763,0,0,3510.41,25,0.166,0,1,0,0,0,0,0,1,0.365,0.266,0.208,medium,low,low,routine_monitoring,monitor_only,0,Main drivers: delayed planting.,Current signals do not indicate an immediate intervention beyond routine monitoring.
US003989,2024-25,2025-01,MO,Jasper,Eastern Uplands,R05,MO FSA State Office,Jasper County FSA Office,38.3273,-92.2825,individual,176.2,cattle_feed,mixed_crops,147.4,0,0,0,0,133.34,bu/acre,141.88,0.45,0,0.47,33.0,24.8,63.6,10,0.502,0.144,0,loam,6.81,0.434,3.56,0.265,0.504,0.658,0,0.07,0.676,0,0,0,3,5,42.6,0,37,9,9252.15,0.806,0,0,3337.32,24,0.141,0,0,0,0,0,0,0,0,0.325,0.168,0.25,low,low,low,routine_monitoring,monitor_only,0,Main drivers: no major stress signals detected.,Current signals do not indicate an immediate intervention beyond routine monitoring.
US003990,2024-25,2025-01,OK,Texas,Eastern Uplands,R05,OK FSA State Office,Texas County FSA Office,35.8513,-97.6781,individual,287.7,hay,corn,243.9,0,0,1,0,2.94,tons/acre,3.16,0.347,0,0.66,37.6,17.3,62.6,21,0.239,0.078,0,loam,5.87,0.452,3.0,0.484,0.42,0.577,0,-0.08,0.552,0,0,1,3,5,50.5,0,3,7,11868.26,0.551,1,0,9397.05,51,0.501,0,0,0,1,1,0,1,3,0.38,0.605,0.5,medium,medium,medium,active_monitoring,pest_control_visit,0,Main drivers: crop health stress; repayment stress; limited support coverage.,Satellite and field-health indicators suggest crop deterioration or pest pressure that needs a field visit.
US003991,2024-25,2025-03,WV,Monongalia,Eastern Uplands,R05,WV FSA State Office,Monongalia County FSA Office,39.066,-80.1453,individual,392.3,corn,,350.5,0,0,0,1,157.67,bu/acre,166.62,0.499,1,0.37,31.8,0.8,60.8,10,0.447,0.576,0,silt loam,6.59,0.52,2.67,0.63,0.666,0.708,0,0.0,0.724,0,0,0,2,7,32.9,3,42,5,18969.59,0.655,0,0,8367.37,25,0.227,1,0,0,0,0,0,0,1,0.514,0.167,0.232,medium,low,low,routine_monitoring,targeted_input_topup,1,Main drivers: low input access.,"Input access appears constrained, so a targeted seed or fertilizer top-up is the clearest operational response."
US003992,2024-25,2024-12,TN,Davidson,Eastern Uplands,R05,TN FSA State Office,Davidson County FSA Office,35.8562,-86.6815,family_farm,152.3,soybeans,,104.6,0,0,0,0,47.18,bu/acre,48.26,0.406,0,0.32,42.9,-1.1,62.2,14,0.186,0.471,0,sandy clay,7.66,0.587,4.98,0.796,0.598,0.608,0,-0.15,0.664,0,0,0,0,2,50.3,2,17,5,6704.19,0.901,0,0,4822.7,6,0.064,0,0,0,1,0,0,0,1,0.363,0.146,0.223,medium,low,low,routine_monitoring,monitor_only,0,Main drivers: crop health stress.,Current signals do not indicate an immediate intervention beyond routine monitoring.
US003993,2024-25,2025-01,WV,Greenbrier,Eastern Uplands,R05,WV FSA State Office,Greenbrier County FSA Office,38.671,-81.0644,family_farm,70.2,mixed_crops,soybeans,35.6,1,0,0,1,95.41,index_yield,96.34,0.408,1,0.69,38.1,-8.2,67.1,10,0.497,0.396,0,silt loam,5.75,0.48,2.32,0.702,0.802,0.671,0,0.01,0.692,0,0,0,1,6,35.7,2,47,13,3917.57,0.661,0,0,3857.14,21,0.217,1,1,0,0,0,0,0,2,0.531,0.214,0.251,medium,low,low,routine_monitoring,targeted_input_topup,1,Main drivers: delayed planting; low input access.,"Input access appears constrained, so a targeted seed or fertilizer top-up is the clearest operational response."
US003994,2024-25,2025-01,OK,Canadian,Eastern Uplands,R05,OK FSA State Office,Canadian County FSA Office,35.838,-98.5755,family_farm,114.4,soybeans,,70.0,0,1,0,0,44.25,bu/acre,47.53,0.31,0,0.4,34.5,6.2,63.8,7,0.242,0.172,0,silt loam,7.11,0.562,4.07,0.157,0.346,0.459,0,-0.09,0.486,1,0,1,5,4,23.2,0,79,6,5008.73,0.906,0,0,5183.01,1,0.054,0,0,0,1,0,0,1,2,0.347,0.291,0.411,medium,low,medium,active_monitoring,pest_control_visit,0,Main drivers: crop health stress; limited support coverage.,Satellite and field-health indicators suggest crop deterioration or pest pressure that needs a field visit.
US003995,2024-25,2024-11,MO,Boone,Eastern Uplands,R05,MO FSA State Office,Boone County FSA Office,39.4193,-92.0049,individual,52.3,corn,,29.9,1,1,0,0,160.61,bu/acre,160.67,0.357,0,0.44,39.5,12.9,69.1,11,0.42,0.087,0,clay,5.98,0.481,2.38,0.386,0.23,0.668,0,0.07,0.69,0,0,0,4,7,24.4,1,38,13,2582.8,0.516,0,0,1166.21,43,0.328,0,1,0,0,1,0,0,2,0.389,0.466,0.293,medium,medium,low,routine_monitoring,monitor_only,0,Main drivers: delayed planting; repayment stress.,Current signals do not indicate an immediate intervention beyond routine monitoring.
US003996,2024-25,2025-02,WV,Monongalia,Eastern Uplands,R05,WV FSA State Office,Monongalia County FSA Office,39.3498,-80.9361,cooperative,591.8,hay,cattle_feed,408.1,0,1,0,0,3.06,tons/acre,3.22,0.386,1,0.82,32.6,-1.2,65.2,14,0.42,0.284,1,silt loam,6.28,0.673,3.57,0.195,0.581,0.673,0,0.09,0.722,0,0,0,4,5,45.5,3,17,7,26260.85,0.686,0,0,22274.66,17,0.201,0,0,0,0,0,0,0,0,0.248,0.255,0.221,low,low,low,routine_monitoring,monitor_only,0,Main drivers: no major stress signals detected.,Current signals do not indicate an immediate intervention beyond routine monitoring.
US003997,2024-25,2025-02,WV,Kanawha,Eastern Uplands,R05,WV FSA State Office,Kanawha County FSA Office,37.3023,-80.0871,family_farm,181.6,mixed_crops,,94.9,0,0,0,0,90.0,index_yield,96.69,0.518,0,0.36,43.4,-25.6,69.1,3,0.576,0.434,1,sandy clay,6.28,0.556,2.44,0.124,0.397,0.826,0,0.17,0.811,0,0,0,5,4,26.1,1,59,11,6064.24,0.783,0,0,3203.79,18,0.146,1,1,1,0,0,0,0,3,0.468,0.172,0.287,medium,low,low,routine_monitoring,planting_support,1,Main drivers: drought stress; delayed planting; low input access.,Combined drought pressure and delayed planting suggest direct planting support is the most useful intervention.
US003998,2024-25,2024-12,KY,Fayette,Eastern Uplands,R05,KY FSA State Office,Fayette County FSA Office,37.2038,-85.9045,individual,70.0,hay,cattle_feed,58.7,0,1,0,0,3.18,tons/acre,3.31,0.354,0,0.37,36.9,4.0,66.0,11,0.321,0.18,0,silt loam,7.42,0.508,4.58,0.551,0.741,0.589,0,-0.04,0.638,0,0,0,0,10,51.3,3,3,7,3744.83,0.795,0,0,1367.44,10,0.127,1,0,0,0,0,1,0,2,0.372,0.333,0.226,medium,low,low,routine_monitoring,targeted_input_topup,1,Main drivers: low input access; logistics stress.,"Input access appears constrained, so a targeted seed or fertilizer top-up is the clearest operational response."
US003999,2024-25,2025-02,WV,Berkeley,Eastern Uplands,R05,WV FSA State Office,Berkeley County FSA Office,38.5332,-81.1143,individual,87.5,mixed_crops,hay,85.4,1,1,0,0,100.03,index_yield,97.77,0.531,0,0.92,23.9,-1.0,55.8,3,0.224,0.599,0,silt loam,6.59,0.624,3.66,0.246,0.579,0.69,0,0.02,0.727,0,0,0,3,6,27.3,2,30,3,4349.58,0.762,0,0,1544.7,22,0.163,0,0,0,0,0,0,0,0,0.295,0.296,0.192,low,low,low,routine_monitoring,monitor_only,0,Main drivers: no major stress signals detected.,Current signals do not indicate an immediate intervention beyond routine monitoring.
US004000,2024-25,2025-03,OK,Texas,Eastern Uplands,R05,OK FSA State Office,Texas County FSA Office,34.1649,-97.7783,individual,104.9,soybeans,,78.1,0,0,0,1,53.38,bu/acre,57.51,0.339,0,0.17,34.9,-2.3,68.4,18,0.182,0.159,0,silt loam,5.85,0.606,3.69,0.241,0.515,0.594,0,-0.01,0.577,1,1,0,11,4,69.0,0,59,5,5144.39,0.58,0,0,2176.81,20,0.26,1,0,0,1,1,1,1,5,0.401,0.546,0.572,medium,medium,medium,active_monitoring,pest_control_visit,0,Main drivers: crop health stress; low input access; repayment stress; logistics stress; limited support coverage.,Satellite and field-health indicators suggest crop deterioration or pest pressure that needs a field visit.
US004001,2024-25,2025-02,WV,Monongalia,Eastern Uplands,R05,WV FSA State Office,Monongalia County FSA Office,38.9495,-81.1384,individual,126.9,corn,mixed_crops,123.3,0,1,0,0,156.83,bu/acre,177.72,0.409,0,0.6,32.2,-4.6,63.8,11,0.563,0.238,0,organic,6.37,0.291,2.81,0.591,0.391,0.258,0,-0.39,0.294,1,1,0,9,6,28.4,5,3,15,6179.77,0.596,0,0,3738.65,15,0.244,1,1,0,1,1,1,0,5,0.667,0.438,0.534,medium,medium,medium,active_monitoring,pest_control_visit,0,Main drivers: delayed planting; crop health stress; low input access; repayment stress; logistics stress.,Satellite and field-health indicators suggest crop deterioration or pest pressure that needs a field visit.
US004002,2024-25,2025-03,AR,Lonoke,Eastern Uplands,R05,AR FSA State Office,Lonoke County FSA Office,34.946,-92.5858,corporation,49.0,hay,soybeans,40.3,1,1,0,0,3.87,tons/acre,3.92,0.438,0,0.42,31.6,6.8,63.3,0,0.525,0.149,0,clay,5.71,0.741,2.41,0.548,0.304,0.679,0,0.09,0.736,0,0,0,1,6,44.1,3,31,10,2068.81,0.668,0,0,1083.34,12,0.2,0,0,0,0,0,0,0,0,0.331,0.299,0.235,low,low,low,routine_monitoring,monitor_only,0,Main drivers: no major stress signals detected.,Current signals do not indicate an immediate intervention beyond routine monitoring.
